id,edad,nivel_edu,ingreso_mensual,sexo,anios_esc
4648,21,Secundaria completa,5590,Hombre,9
4649,62,Prrimaria completa,5160,Hombre,6
4650,20,Secundaria completa,3010,Mujer,9
4651,45,Secundaria completa,4300,Mujer,9
4652,45,Medio superior y superior,11200,Mujer,17
4653,27,Secundaria completa,7310,Mujer,9
4654,37,Primaria incompleta,3440,Hombre,3
4655,43,Prrimaria completa,5160,Hombre,6
4656,33,Secundaria completa,10320,Hombre,10
4657,48,Secundaria completa,9000,Mujer,13
4658,50,Secundaria completa,3100,Hombre,10
4659,45,Secundaria completa,25800,Hombre,12
4660,42,Secundaria completa,10000,Hombre,10
4661,61,Prrimaria completa,2083,Hombre,6
4662,64,Secundaria completa,8000,Hombre,12
4663,29,Secundaria completa,6450,Hombre,9
4664,35,Secundaria completa,6020,Mujer,9
4665,46,Secundaria completa,5160,Hombre,11
4666,51,Secundaria completa,2000,Mujer,9
4667,30,Secundaria completa,3600,Mujer,9
4668,39,Prrimaria completa,3440,Hombre,8
4669,42,Primaria incompleta,3225,Hombre,3
4670,46,Secundaria completa,7000,Mujer,11
4671,33,Medio superior y superior,12000,Hombre,17
4672,37,Secundaria completa,8600,Hombre,9
4673,43,Medio superior y superior,12900,Mujer,12
4674,44,Secundaria completa,6020,Hombre,9
4675,58,Prrimaria completa,8600,Hombre,6
4676,39,Prrimaria completa,5160,Hombre,8
4677,47,Medio superior y superior,10000,Mujer,17
4678,42,Secundaria completa,6020,Hombre,9
4679,40,Primaria incompleta,4300,Mujer,0
4680,77,Primaria incompleta,1667,Hombre,5
4681,47,Secundaria completa,3000,Hombre,9
4682,25,Medio superior y superior,10400,Mujer,16
4683,48,Primaria incompleta,4300,Mujer,3
4684,39,Secundaria completa,6450,Mujer,9
4685,26,Secundaria completa,6000,Mujer,9
4686,40,Medio superior y superior,13000,Hombre,16
4687,20,Secundaria completa,4945,Mujer,9
4688,22,Secundaria completa,5160,Hombre,9
4689,36,Medio superior y superior,14000,Mujer,16
4690,27,Medio superior y superior,12000,Mujer,18
4691,21,Secundaria completa,10750,Hombre,9
4692,42,Medio superior y superior,12000,Hombre,17
4693,41,Medio superior y superior,10000,Mujer,17
4694,53,Prrimaria completa,4300,Hombre,6
4695,52,Prrimaria completa,2580,Hombre,6
4696,47,Secundaria completa,2500,Hombre,9
4697,32,Secundaria completa,4085,Mujer,9
4698,31,Secundaria completa,4300,Mujer,9
4699,57,Medio superior y superior,4300,Mujer,12
4700,50,Medio superior y superior,7740,Hombre,12
4701,18,Secundaria completa,2580,Mujer,11
4702,39,Medio superior y superior,19350,Hombre,12
4703,46,Medio superior y superior,8200,Mujer,12
4704,37,Prrimaria completa,10750,Hombre,8
4705,57,Medio superior y superior,1075,Mujer,12
4706,58,Prrimaria completa,5160,Mujer,6
4707,18,Medio superior y superior,3440,Mujer,12
4708,46,Secundaria completa,9000,Hombre,9
4709,53,Medio superior y superior,10000,Mujer,17
4710,56,Secundaria completa,6880,Hombre,9
4711,65,Primaria incompleta,6450,Hombre,1
4712,62,Prrimaria completa,5160,Mujer,6
4713,26,Secundaria completa,1290,Hombre,10
4714,30,Medio superior y superior,18060,Hombre,13
4715,56,Prrimaria completa,5848,Hombre,6
4716,20,Medio superior y superior,4300,Hombre,12
4717,49,Secundaria completa,6000,Mujer,12
4718,22,Secundaria completa,6450,Mujer,9
4719,27,Secundaria completa,1290,Mujer,11
4720,43,Medio superior y superior,10750,Hombre,12
4721,34,Medio superior y superior,16000,Hombre,16
4722,44,Secundaria completa,6450,Hombre,9
4723,38,Prrimaria completa,12900,Hombre,6
4724,56,Secundaria completa,5590,Hombre,9
4725,30,Secundaria completa,6450,Mujer,9
4726,46,Medio superior y superior,8600,Hombre,15
4727,53,Primaria incompleta,4300,Hombre,1
4728,37,Prrimaria completa,6450,Hombre,6
4729,33,Secundaria completa,9890,Hombre,9
4730,27,Secundaria completa,5590,Hombre,9
4731,52,Medio superior y superior,12000,Hombre,17
4732,43,Secundaria completa,4399,Hombre,9
4733,28,Medio superior y superior,9000,Hombre,16
4734,52,Secundaria completa,4300,Hombre,9
4735,48,Secundaria completa,7740,Hombre,9
4736,23,Secundaria completa,3440,Mujer,9
4737,24,Medio superior y superior,17200,Hombre,15
4738,36,Medio superior y superior,16340,Hombre,12
4739,27,Secundaria completa,6000,Hombre,9
4740,44,Prrimaria completa,5160,Hombre,6
4741,61,Primaria incompleta,6020,Mujer,2
4742,57,Prrimaria completa,6450,Hombre,8
4743,49,Prrimaria completa,5160,Mujer,6
4744,21,Secundaria completa,3010,Mujer,11
4745,51,Medio superior y superior,10750,Hombre,12
4746,42,Secundaria completa,8600,Hombre,9
4747,20,Medio superior y superior,8600,Hombre,12
4748,49,Secundaria completa,1720,Hombre,9
4749,32,Prrimaria completa,5160,Hombre,6
4750,46,Secundaria completa,4300,Mujer,9
4751,24,Medio superior y superior,10000,Hombre,14
4752,48,Prrimaria completa,3000,Mujer,6
4753,36,Secundaria completa,6450,Hombre,9
4754,23,Medio superior y superior,4300,Mujer,17
4755,46,Secundaria completa,4945,Mujer,9
4756,40,Medio superior y superior,8400,Hombre,16
4757,61,Secundaria completa,3870,Mujer,9
4758,24,Prrimaria completa,2150,Mujer,6
4759,20,Prrimaria completa,4730,Hombre,7
4760,23,Medio superior y superior,1075,Mujer,16
4761,22,Secundaria completa,8600,Hombre,9
4762,58,Prrimaria completa,6450,Hombre,6
4763,49,Secundaria completa,3225,Hombre,9
4764,27,Secundaria completa,6020,Hombre,9
4765,38,Secundaria completa,4500,Mujer,9
4766,32,Secundaria completa,15050,Hombre,9
4767,22,Medio superior y superior,3010,Mujer,12
4768,42,Prrimaria completa,6450,Mujer,6
4769,25,Secundaria completa,7740,Hombre,10
4770,16,Secundaria completa,3870,Hombre,9
4771,52,Primaria incompleta,1505,Mujer,2
4772,23,Medio superior y superior,8600,Mujer,12
4773,36,Secundaria completa,1290,Mujer,9
4774,83,Primaria incompleta,1500,Hombre,3
4775,60,Secundaria completa,7972,Hombre,10
4776,25,Medio superior y superior,12000,Hombre,17
4777,24,Medio superior y superior,8000,Hombre,16
4778,19,Secundaria completa,3010,Mujer,9
4779,30,Secundaria completa,6450,Hombre,9
4780,32,Secundaria completa,6000,Hombre,9
4781,55,Secundaria completa,12000,Mujer,9
4782,46,Secundaria completa,1548,Hombre,9
4783,48,Prrimaria completa,18000,Hombre,6
4784,38,Primaria incompleta,1290,Mujer,0
4785,69,Secundaria completa,1935,Hombre,9
4786,42,Secundaria completa,5160,Mujer,9
4787,41,Medio superior y superior,14000,Hombre,16
4788,27,Secundaria completa,5160,Hombre,9
4789,41,Secundaria completa,8000,Hombre,11
4790,37,Secundaria completa,12900,Hombre,9
4791,52,Medio superior y superior,9980,Hombre,12
4792,43,Secundaria completa,4730,Hombre,9
4793,30,Medio superior y superior,8000,Mujer,18
4794,40,Secundaria completa,5160,Mujer,9
4795,35,Secundaria completa,8600,Hombre,9
4796,58,Primaria incompleta,5160,Hombre,3
4797,33,Primaria incompleta,3870,Mujer,5
4798,36,Prrimaria completa,3440,Hombre,6
4799,18,Secundaria completa,4730,Mujer,9
4800,24,Medio superior y superior,2400,Mujer,16
4801,45,Medio superior y superior,6000,Mujer,17
4802,20,Medio superior y superior,4300,Hombre,12
4803,51,Medio superior y superior,16000,Hombre,17
4804,75,Primaria incompleta,2580,Hombre,3
4805,35,Medio superior y superior,14000,Mujer,16
4806,54,Secundaria completa,9600,Mujer,13
4807,48,Medio superior y superior,16000,Mujer,12
4808,39,Secundaria completa,7740,Hombre,9
4809,28,Secundaria completa,3225,Mujer,9
4810,41,Secundaria completa,9890,Hombre,9
4811,52,Prrimaria completa,12040,Hombre,6
4812,45,Medio superior y superior,12040,Hombre,12
4813,38,Prrimaria completa,4730,Hombre,6
4814,53,Prrimaria completa,6450,Hombre,6
4815,32,Secundaria completa,4085,Mujer,9
4816,53,Medio superior y superior,5160,Mujer,12
4817,65,Primaria incompleta,6450,Hombre,1
4818,63,Primaria incompleta,10320,Hombre,4
4819,45,Secundaria completa,2600,Mujer,11
4820,25,Medio superior y superior,3440,Hombre,12
4821,33,Secundaria completa,1720,Mujer,9
4822,28,Prrimaria completa,3010,Mujer,8
4823,28,Secundaria completa,2000,Mujer,10
4824,56,Secundaria completa,4300,Mujer,9
4825,33,Medio superior y superior,12000,Mujer,16
4826,21,Secundaria completa,5160,Hombre,9
4827,44,Secundaria completa,1290,Mujer,12
4828,18,Primaria incompleta,4500,Hombre,5
4829,47,Prrimaria completa,4085,Mujer,6
4830,35,Medio superior y superior,10000,Hombre,12
4831,12,Prrimaria completa,1548,Hombre,6
4832,27,Medio superior y superior,8600,Mujer,16
4833,54,Prrimaria completa,4300,Mujer,6
4834,46,Medio superior y superior,11200,Mujer,20
4835,31,Medio superior y superior,10750,Hombre,12
4836,51,Medio superior y superior,8000,Hombre,12
4837,39,Secundaria completa,2000,Mujer,9
4838,54,Secundaria completa,1935,Mujer,9
4839,23,Prrimaria completa,7200,Hombre,8
4840,18,Secundaria completa,4300,Mujer,11
4841,44,Medio superior y superior,14000,Mujer,17
4842,32,Secundaria completa,4300,Hombre,9
4843,53,Prrimaria completa,3010,Mujer,6
4844,36,Medio superior y superior,12000,Hombre,13
4845,41,Secundaria completa,7500,Hombre,9
4846,24,Prrimaria completa,6880,Hombre,6
4847,30,Medio superior y superior,9000,Mujer,17
4848,18,Secundaria completa,6880,Hombre,10
4849,18,Secundaria completa,3600,Mujer,11
4850,38,Secundaria completa,9000,Mujer,12
4851,46,Prrimaria completa,1032,Mujer,6
4852,70,Secundaria completa,1720,Mujer,9
4853,28,Medio superior y superior,30000,Hombre,16
4854,53,Secundaria completa,5160,Mujer,9
4855,36,Medio superior y superior,8600,Hombre,17
4856,35,Secundaria completa,6450,Mujer,10
4857,48,Secundaria completa,9600,Mujer,10
4858,31,Secundaria completa,10800,Hombre,9
4859,36,Medio superior y superior,15000,Mujer,17
4860,39,Secundaria completa,5590,Mujer,9
4861,41,Secundaria completa,7740,Hombre,9
4862,80,Primaria incompleta,2580,Mujer,5
4863,39,Medio superior y superior,17200,Hombre,17
4864,50,Primaria incompleta,6020,Hombre,2
4865,23,Secundaria completa,9460,Hombre,9
4866,29,Medio superior y superior,10000,Hombre,12
4867,49,Secundaria completa,1720,Mujer,12
4868,57,Prrimaria completa,3225,Hombre,9
4869,55,Medio superior y superior,18000,Hombre,18
4870,34,Prrimaria completa,6880,Hombre,6
4871,53,Secundaria completa,5352,Hombre,9
4872,48,Prrimaria completa,1290,Mujer,6
4873,53,Prrimaria completa,4300,Hombre,6
4874,40,Secundaria completa,6880,Hombre,9
4875,46,Secundaria completa,5160,Mujer,12
4876,23,Secundaria completa,3225,Mujer,9
4877,26,Medio superior y superior,8000,Mujer,16
4878,60,Primaria incompleta,1290,Hombre,1
4879,39,Secundaria completa,7740,Hombre,9
4880,49,Secundaria completa,4300,Hombre,9
4881,50,Primaria incompleta,5160,Hombre,4
4882,18,Prrimaria completa,8600,Hombre,6
4883,23,Secundaria completa,4000,Hombre,10
4884,38,Prrimaria completa,4515,Hombre,6
4885,24,Secundaria completa,3440,Hombre,9
4886,47,Secundaria completa,12900,Hombre,9
4887,57,Prrimaria completa,7740,Hombre,6
4888,30,Secundaria completa,6020,Hombre,11
4889,51,Medio superior y superior,8600,Hombre,12
4890,51,Prrimaria completa,1333,Mujer,6
4891,40,Secundaria completa,10750,Hombre,9
4892,67,Prrimaria completa,5160,Hombre,6
4893,41,Secundaria completa,8000,Hombre,9
4894,46,Secundaria completa,12900,Mujer,9
4895,63,Primaria incompleta,6880,Hombre,2
4896,27,Secundaria completa,3870,Hombre,9
4897,16,Prrimaria completa,4730,Hombre,6
4898,61,Prrimaria completa,5000,Mujer,6
4899,50,Secundaria completa,3010,Hombre,9
4900,29,Medio superior y superior,10909,Hombre,15
4901,39,Secundaria completa,6020,Mujer,9
4902,51,Secundaria completa,5160,Hombre,11
4903,42,Secundaria completa,3655,Hombre,9
4904,52,Prrimaria completa,6450,Hombre,6
4905,64,Prrimaria completa,6450,Hombre,6
4906,43,Medio superior y superior,3000,Hombre,17
4907,63,Prrimaria completa,9000,Hombre,6
4908,51,Medio superior y superior,10000,Mujer,12
4909,25,Medio superior y superior,3440,Mujer,15
4910,26,Medio superior y superior,9000,Hombre,12
4911,63,Secundaria completa,1806,Hombre,9
4912,37,Medio superior y superior,4300,Mujer,12
4913,20,Medio superior y superior,5590,Mujer,12
4914,39,Medio superior y superior,8000,Mujer,17
4915,29,Medio superior y superior,12900,Hombre,12
4916,37,Secundaria completa,4300,Hombre,9
4917,58,Prrimaria completa,5160,Hombre,6
4918,30,Medio superior y superior,17000,Mujer,16
4919,58,Secundaria completa,5000,Mujer,9
4920,54,Prrimaria completa,6450,Hombre,6
4921,42,Medio superior y superior,1290,Hombre,12
4922,28,Medio superior y superior,8000,Hombre,17
4923,41,Secundaria completa,1000,Hombre,9
4924,35,Secundaria completa,8000,Mujer,11
4925,53,Primaria incompleta,1075,Mujer,5
4926,68,Prrimaria completa,5590,Hombre,6
4927,40,Primaria incompleta,2150,Hombre,2
4928,22,Medio superior y superior,3870,Mujer,12
4929,22,Medio superior y superior,10000,Mujer,16
4930,41,Primaria incompleta,8600,Hombre,0
4931,64,Secundaria completa,5000,Hombre,9
4932,33,Medio superior y superior,18000,Hombre,17
4933,40,Medio superior y superior,8600,Mujer,16
4934,28,Secundaria completa,8600,Hombre,9
4935,37,Secundaria completa,3870,Mujer,9
4936,23,Secundaria completa,7000,Mujer,9
4937,30,Secundaria completa,5590,Hombre,11
4938,32,Secundaria completa,6400,Hombre,9
4939,40,Prrimaria completa,5590,Mujer,6
4940,55,Secundaria completa,1000,Hombre,9
4941,18,Prrimaria completa,2580,Hombre,7
4942,38,Medio superior y superior,1720,Mujer,12
4943,31,Secundaria completa,10750,Hombre,10
4944,35,Medio superior y superior,10000,Hombre,14
4945,54,Prrimaria completa,5160,Mujer,6
4946,29,Medio superior y superior,10000,Mujer,18
4947,57,Medio superior y superior,43000,Hombre,16
4948,24,Medio superior y superior,10000,Mujer,16
4949,25,Secundaria completa,6450,Mujer,9
4950,56,Primaria incompleta,7740,Hombre,3
4951,41,Primaria incompleta,5160,Hombre,0
4952,49,Medio superior y superior,9600,Mujer,16
4953,40,Secundaria completa,6450,Hombre,9
4954,43,Secundaria completa,4300,Mujer,9
4955,31,Secundaria completa,8600,Hombre,9
4956,32,Secundaria completa,3440,Mujer,9
4957,23,Medio superior y superior,5160,Hombre,17
4958,44,Secundaria completa,2924,Hombre,9
4959,46,Secundaria completa,3526,Mujer,9
4960,40,Medio superior y superior,4515,Hombre,12
4961,22,Medio superior y superior,3870,Hombre,12
4962,56,Medio superior y superior,8600,Hombre,12
4963,48,Secundaria completa,8600,Mujer,12
4964,29,Secundaria completa,5000,Hombre,9
4965,24,Medio superior y superior,4800,Mujer,16
4966,33,Prrimaria completa,5160,Mujer,6
4967,18,Secundaria completa,2580,Mujer,12
4968,55,Medio superior y superior,12900,Hombre,17
4969,59,Prrimaria completa,4800,Mujer,6
4970,59,Primaria incompleta,3870,Mujer,5
4971,22,Medio superior y superior,4300,Mujer,12
4972,65,Secundaria completa,1750,Hombre,9
4973,33,Medio superior y superior,12000,Hombre,16
4974,35,Medio superior y superior,16000,Mujer,17
4975,23,Prrimaria completa,3440,Hombre,6
4976,29,Medio superior y superior,8600,Mujer,17
4977,60,Secundaria completa,6450,Hombre,9
4978,23,Secundaria completa,6880,Mujer,9
4979,34,Secundaria completa,5160,Hombre,9
4980,41,Secundaria completa,21500,Hombre,11
4981,60,Prrimaria completa,8600,Hombre,6
4982,61,Prrimaria completa,1290,Mujer,6
4983,29,Medio superior y superior,8600,Mujer,12
4984,26,Medio superior y superior,8000,Hombre,12
4985,44,Prrimaria completa,5160,Hombre,6
4986,71,Primaria incompleta,3440,Mujer,0
4987,63,Prrimaria completa,6450,Hombre,6
4988,42,Medio superior y superior,6000,Mujer,17
4989,51,Prrimaria completa,8600,Hombre,6
4990,31,Secundaria completa,4300,Hombre,9
4991,44,Secundaria completa,3440,Hombre,9
4992,57,Secundaria completa,4300,Hombre,9
4993,37,Secundaria completa,5160,Hombre,9
4994,28,Secundaria completa,3600,Hombre,9
4995,51,Prrimaria completa,6880,Hombre,8
4996,19,Secundaria completa,5160,Hombre,9
4997,19,Secundaria completa,5590,Hombre,10
4998,22,Secundaria completa,6450,Hombre,9
4999,23,Secundaria completa,3870,Mujer,9
5000,29,Medio superior y superior,10000,Mujer,17
5001,38,Secundaria completa,6000,Mujer,11
5002,32,Prrimaria completa,8600,Hombre,6
5003,50,Secundaria completa,6450,Hombre,9
5004,42,Prrimaria completa,12040,Hombre,6
5005,75,Primaria incompleta,1075,Mujer,0
5006,49,Medio superior y superior,8600,Hombre,12
5007,22,Secundaria completa,8000,Mujer,9
5008,39,Secundaria completa,8000,Hombre,9
5009,42,Secundaria completa,3870,Mujer,9
5010,66,Prrimaria completa,2580,Hombre,6
5011,28,Prrimaria completa,6450,Hombre,8
5012,21,Medio superior y superior,8600,Hombre,12
5013,31,Medio superior y superior,8000,Mujer,17
5014,26,Prrimaria completa,6450,Hombre,6
5015,31,Medio superior y superior,30960,Hombre,17
5016,51,Medio superior y superior,10750,Hombre,12
5017,28,Secundaria completa,6020,Hombre,9
5018,41,Primaria incompleta,6000,Mujer,2
5019,49,Medio superior y superior,8000,Mujer,17
5020,62,Primaria incompleta,2500,Hombre,3
5021,20,Medio superior y superior,5160,Hombre,12
5022,43,Medio superior y superior,9000,Hombre,12
5023,30,Secundaria completa,6450,Hombre,9
5024,43,Secundaria completa,3600,Hombre,9
5025,55,Medio superior y superior,50000,Hombre,18
5026,20,Primaria incompleta,8600,Hombre,2
5027,40,Prrimaria completa,5160,Hombre,6
5028,59,Medio superior y superior,27000,Hombre,17
5029,25,Primaria incompleta,5160,Hombre,2
5030,60,Prrimaria completa,6450,Hombre,6
5031,71,Medio superior y superior,2000,Mujer,16
5032,45,Secundaria completa,7740,Hombre,9
5033,54,Secundaria completa,10750,Hombre,12
5034,64,Prrimaria completa,2580,Hombre,6
5035,26,Medio superior y superior,12040,Hombre,13
5036,52,Primaria incompleta,3440,Mujer,3
5037,29,Secundaria completa,7740,Hombre,9
5038,31,Medio superior y superior,8600,Hombre,17
5039,48,Secundaria completa,7740,Hombre,9
5040,33,Primaria incompleta,9000,Hombre,3
5041,33,Secundaria completa,3000,Mujer,9
5042,39,Medio superior y superior,12000,Mujer,13
5043,60,Secundaria completa,1720,Mujer,9
5044,38,Medio superior y superior,13000,Hombre,16
5045,52,Secundaria completa,1075,Mujer,9
5046,30,Medio superior y superior,25800,Hombre,12
5047,35,Primaria incompleta,6450,Hombre,4
5048,40,Medio superior y superior,2150,Mujer,12
5049,36,Primaria incompleta,7310,Mujer,4
5050,19,Medio superior y superior,3440,Mujer,13
5051,36,Secundaria completa,6020,Hombre,9
5052,48,Primaria incompleta,1720,Mujer,0
5053,37,Secundaria completa,6450,Hombre,11
5054,33,Secundaria completa,4300,Mujer,9
5055,34,Secundaria completa,9460,Hombre,9
5056,56,Medio superior y superior,13600,Mujer,16
5057,19,Secundaria completa,6000,Hombre,9
5058,59,Primaria incompleta,9460,Hombre,1
5059,52,Medio superior y superior,21500,Hombre,16
5060,49,Secundaria completa,12900,Hombre,9
5061,22,Secundaria completa,10750,Hombre,11
5062,20,Medio superior y superior,5375,Mujer,12
5063,38,Secundaria completa,5934,Mujer,9
5064,65,Medio superior y superior,4000,Hombre,17
5065,40,Medio superior y superior,16000,Mujer,16
5066,37,Secundaria completa,7740,Hombre,9
5067,28,Medio superior y superior,12000,Mujer,17
5068,46,Prrimaria completa,5160,Hombre,6
5069,61,Medio superior y superior,14000,Hombre,17
5070,56,Secundaria completa,3870,Hombre,9
5071,34,Medio superior y superior,5590,Hombre,12
5072,39,Secundaria completa,4300,Hombre,9
5073,74,Primaria incompleta,1720,Hombre,5
5074,42,Medio superior y superior,8000,Mujer,16
5075,55,Prrimaria completa,4300,Hombre,6
5076,35,Prrimaria completa,8400,Hombre,6
5077,39,Secundaria completa,7310,Hombre,9
5078,64,Primaria incompleta,1290,Hombre,0
5079,28,Medio superior y superior,6020,Mujer,12
5080,66,Primaria incompleta,8000,Hombre,2
5081,53,Secundaria completa,3440,Hombre,9
5082,35,Secundaria completa,5160,Mujer,9
5083,52,Secundaria completa,5160,Hombre,9
5084,48,Medio superior y superior,25800,Mujer,18
5085,61,Prrimaria completa,4300,Hombre,6
5086,45,Secundaria completa,6450,Hombre,9
5087,30,Secundaria completa,3010,Mujer,9
5088,23,Secundaria completa,6400,Mujer,10
5089,47,Prrimaria completa,6000,Mujer,6
5090,50,Secundaria completa,4300,Mujer,9
5091,53,Primaria incompleta,4300,Hombre,3
5092,47,Medio superior y superior,16000,Mujer,19
5093,32,Medio superior y superior,6000,Hombre,17
5094,44,Secundaria completa,4300,Mujer,9
5095,56,Medio superior y superior,3440,Mujer,17
5096,39,Secundaria completa,2064,Mujer,11
5097,34,Prrimaria completa,4730,Hombre,6
5098,45,Primaria incompleta,2580,Mujer,5
5099,40,Secundaria completa,12000,Hombre,11
5100,37,Prrimaria completa,6020,Hombre,6
5101,38,Medio superior y superior,12000,Mujer,16
5102,53,Prrimaria completa,6450,Mujer,6
5103,50,Medio superior y superior,12900,Hombre,12
5104,28,Prrimaria completa,10750,Hombre,6
5105,51,Prrimaria completa,5160,Mujer,6
5106,58,Medio superior y superior,1290,Hombre,12
5107,81,Primaria incompleta,2150,Hombre,1
5108,21,Medio superior y superior,8600,Mujer,12
5109,23,Secundaria completa,4800,Hombre,10
5110,32,Secundaria completa,3225,Mujer,9
5111,34,Secundaria completa,8600,Mujer,9
5112,63,Primaria incompleta,3870,Mujer,0
5113,77,Primaria incompleta,4500,Mujer,0
5114,60,Primaria incompleta,5160,Hombre,0
5115,43,Primaria incompleta,6020,Hombre,1
5116,44,Prrimaria completa,4730,Hombre,6
5117,53,Primaria incompleta,5160,Hombre,0
5118,17,Secundaria completa,4300,Hombre,9
5119,27,Secundaria completa,5160,Hombre,9
5120,58,Secundaria completa,5160,Hombre,9
5121,23,Medio superior y superior,8170,Hombre,16
5122,24,Secundaria completa,5160,Hombre,11
5123,33,Medio superior y superior,8600,Hombre,16
5124,42,Secundaria completa,8600,Hombre,9
5125,24,Medio superior y superior,12000,Hombre,12
5126,53,Medio superior y superior,8600,Hombre,13
5127,33,Prrimaria completa,3440,Mujer,6
5128,37,Secundaria completa,2150,Mujer,9
5129,40,Medio superior y superior,8600,Hombre,12
5130,46,Medio superior y superior,3440,Mujer,12
5131,27,Secundaria completa,3000,Mujer,11
5132,26,Medio superior y superior,10000,Mujer,17
5133,21,Secundaria completa,8600,Hombre,9
5134,30,Secundaria completa,2600,Hombre,9
5135,50,Medio superior y superior,8000,Hombre,19
5136,46,Primaria incompleta,5160,Hombre,4
5137,25,Secundaria completa,6450,Hombre,9
5138,45,Medio superior y superior,5160,Hombre,12
5139,51,Medio superior y superior,12000,Mujer,17
5140,49,Secundaria completa,4400,Mujer,9
5141,44,Secundaria completa,5590,Hombre,9
5142,55,Prrimaria completa,2580,Hombre,6
5143,19,Secundaria completa,5160,Mujer,9
5144,40,Secundaria completa,10750,Hombre,11
5145,17,Secundaria completa,7310,Mujer,9
5146,35,Prrimaria completa,5160,Hombre,6
5147,41,Secundaria completa,6020,Hombre,9
5148,45,Medio superior y superior,10000,Mujer,18
5149,46,Secundaria completa,4515,Mujer,9
5150,71,Primaria incompleta,17200,Hombre,3
5151,25,Medio superior y superior,7740,Hombre,12
5152,32,Secundaria completa,6020,Mujer,9
5153,38,Secundaria completa,2150,Mujer,9
5154,39,Prrimaria completa,4600,Mujer,6
5155,39,Secundaria completa,1612,Mujer,9
5156,39,Prrimaria completa,3010,Hombre,6
5157,34,Secundaria completa,1290,Hombre,9
5158,67,Primaria incompleta,2150,Hombre,4
5159,51,Medio superior y superior,12000,Hombre,12
5160,44,Secundaria completa,2150,Mujer,9
5161,64,Secundaria completa,6450,Hombre,9
5162,38,Secundaria completa,8600,Hombre,9
5163,28,Prrimaria completa,8600,Hombre,6
5164,38,Secundaria completa,4300,Hombre,9
5165,56,Prrimaria completa,6450,Mujer,6
5166,65,Medio superior y superior,14000,Hombre,16
5167,69,Primaria incompleta,1290,Hombre,3
5168,34,Medio superior y superior,10000,Mujer,17
5169,44,Secundaria completa,7740,Hombre,9
5170,48,Medio superior y superior,4300,Mujer,12
5171,50,Secundaria completa,1000,Mujer,9
5172,19,Medio superior y superior,4280,Mujer,12
5173,19,Medio superior y superior,4300,Hombre,12
5174,60,Secundaria completa,5160,Mujer,9
5175,16,Secundaria completa,1720,Hombre,10
5176,26,Secundaria completa,3225,Mujer,9
5177,38,Secundaria completa,5590,Hombre,9
5178,37,Medio superior y superior,8600,Mujer,17
5179,67,Secundaria completa,1505,Hombre,9
5180,53,Medio superior y superior,14000,Hombre,16
5181,68,Primaria incompleta,3010,Hombre,4
5182,62,Prrimaria completa,6450,Hombre,6
5183,23,Prrimaria completa,6020,Mujer,6
5184,51,Medio superior y superior,17000,Mujer,17
5185,33,Medio superior y superior,20000,Mujer,15
5186,42,Secundaria completa,7310,Hombre,9
5187,28,Medio superior y superior,5504,Mujer,18
5188,54,Prrimaria completa,2150,Mujer,6
5189,29,Medio superior y superior,9000,Mujer,17
5190,41,Medio superior y superior,10000,Hombre,18
5191,31,Secundaria completa,8600,Hombre,11
5192,51,Medio superior y superior,30068,Hombre,17
5193,51,Secundaria completa,10000,Hombre,11
5194,75,Primaria incompleta,6450,Hombre,2
5195,30,Medio superior y superior,13500,Hombre,14
5196,28,Prrimaria completa,6450,Hombre,6
5197,16,Secundaria completa,2150,Hombre,9
5198,39,Secundaria completa,6400,Mujer,9
5199,19,Secundaria completa,3440,Mujer,9
5200,61,Secundaria completa,8000,Hombre,11
5201,50,Secundaria completa,6000,Mujer,9
5202,48,Medio superior y superior,7740,Hombre,12
5203,40,Secundaria completa,14100,Hombre,9
5204,51,Secundaria completa,1935,Mujer,9
5205,35,Secundaria completa,6000,Hombre,9
5206,56,Secundaria completa,6880,Mujer,9
5207,25,Medio superior y superior,8600,Hombre,12
5208,50,Prrimaria completa,3440,Mujer,6
5209,53,Secundaria completa,1290,Mujer,9
5210,50,Medio superior y superior,12000,Mujer,17
5211,30,Medio superior y superior,4730,Mujer,17
5212,56,Secundaria completa,7500,Hombre,9
5213,66,Secundaria completa,4300,Mujer,9
5214,23,Secundaria completa,4300,Mujer,9
5215,70,Medio superior y superior,40000,Hombre,18
5216,52,Secundaria completa,4300,Hombre,9
5217,27,Secundaria completa,3121,Hombre,10
5218,22,Prrimaria completa,7740,Hombre,8
5219,51,Prrimaria completa,7740,Hombre,6
5220,55,Medio superior y superior,8200,Hombre,18
5221,54,Medio superior y superior,22000,Mujer,17
5222,26,Secundaria completa,4528,Hombre,9
5223,55,Medio superior y superior,10000,Mujer,14
5224,36,Secundaria completa,3440,Hombre,9
5225,26,Secundaria completa,6000,Mujer,9
5226,28,Secundaria completa,8600,Hombre,9
5227,22,Medio superior y superior,3870,Mujer,17
5228,24,Medio superior y superior,8600,Hombre,12
5229,59,Prrimaria completa,1500,Hombre,6
5230,30,Medio superior y superior,18000,Hombre,17
5231,22,Secundaria completa,6020,Mujer,11
5232,34,Secundaria completa,8600,Hombre,9
5233,14,Prrimaria completa,2150,Hombre,8
5234,62,Medio superior y superior,12900,Hombre,12
5235,49,Medio superior y superior,9030,Hombre,12
5236,48,Prrimaria completa,8600,Mujer,6
5237,31,Medio superior y superior,9400,Mujer,17
5238,42,Secundaria completa,6880,Hombre,9
5239,67,Prrimaria completa,4300,Hombre,6
